Index,SongName,Artist,Genre,ID,Length,Explicit,PercentRating
309,9 Piece,Rick Ross Featuring Lil Wayne Or T.I.,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6aD178OGxT0Z1NU36g52X5,239986,TRUE,50
310,9 To 5,Dolly Parton,"['classic country pop', 'country', 'country dawn']",4w3tQBXhn5345eUXDGBWZG,162466,FALSE,77
311,911,Wyclef Jean Featuring Mary J. Blige,"['rap kreyol']",28hgx2bWXcaBJeC9zVwrBq,259333,FALSE,47
312,92 Explorer,Post Malone,"['dfw rap', 'melodic rap', 'rap']",1D2L6MefbXon28PzIk9I3r,211426,TRUE,76
313,93 'til Infinity,Souls Of Mischief,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'turntablism']",0PV1TFUMTBrDETzW6KQulB,286440,FALSE,69
314,96 Tears,? (Question Mark) & The Mysterians,"['chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",4PEeZ2U4UfP2Jo8EtIOjus,176866,FALSE,54
315,96 Tears,Big Maybelle,"['blues', 'jump blues', 'rhythm and blues', 'southern soul']",7eotSbuPkqE4DkvsSZLUM6,143280,FALSE,37
316,96 Tears,Garland Jeffreys,"['pub rock']",6au8o0VvJ8jM8o13ys3Jqg,185573,FALSE,32
317,99 Luftballons,Nena,"['german pop', 'german rock', 'new wave pop']",4ZhPLoMzZwewHLLjV1J15c,232466,FALSE,74
318,99 Problems,JAY-Z,"['east coast hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",7sLpSWxQazJzDVG6YGzlVs,234626,TRUE,61
319,99 Problems,Tony Lucca,"['acoustic pop', 'neo mellow']",3FPJJ38O4Vqp5d00grSwCd,143760,FALSE,19
320,99 Worlds,Peter Wolf,"[]",4YOzKJAdIzFryLFeF6VYXy,216106,FALSE,6
321,992 Arguments,The O'Jays,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",7ycwZrSaXqhSaY5yeOZgdS,366373,FALSE,24
322,99,Toto,"['album rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",2R3E4xKmy7lyieBKONkIMT,316053,FALSE,49
323,9,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1C7KSXR2GVxknex6I4ANco,255786,TRUE,62
324,A Bad Goodbye,Clint Black With Wynonna,"[]",1XTgqedadpTqNod7SvpiP1,219293,FALSE,40
325,A Bay Bay,Hurricane Chris,"['deep southern trap', 'dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",6MnFB3qurhmGs1xdjrz5Bg,257120,FALSE,54
326,A Beautiful Morning,The Rascals,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']",3QwbKe0s8TcNclzXAXHeHy,151800,FALSE,49
327,A Beautiful Story,Sonny & Cher,"['deep groove house', 'deep house', 'disco house', 'house', 'uk dance']",5xOE1ynrGbFxlK0mL7gNib,172800,FALSE,9
328,A Better Love,Londonbeat,"['eurodance', 'europop', 'hip house']",1fALXFVWhnXVME9MNCQmt1,240400,FALSE,17
329,A Bitter End,Deryl Dodd,"['red dirt', 'roots americana', 'texas country']",2Z0NqDDYs2678XXdbi0vuv,218979,FALSE,29
330,A Boy Is A Gun,"Tyler, The Creator","['hip hop', 'rap']",1nXZnTALNXiPlvXotqHm66,210253,TRUE,73
331,A Boy Named Sue,Johnny Cash,"['arkansas country', 'outlaw country']",5xMNjx7uqCzMpJZSo4Wq55,233813,FALSE,62
332,A Boy Without A Girl,Frankie Avalon,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",0CUsZyJMSDjhdoQZxHhTtx,117093,FALSE,12
333,A Brand New Me,Dusty Springfield,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'rock', 'soul', 'vocal jazz']",6fXYggORMfDwMohgq50SV8,177133,FALSE,3
334,A Breath Taking Guy,The Supremes,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",1ePIjPuiQvrLKKYJhW7dPh,146560,FALSE,6
335,A Case Of You,James Wolpert,"['deep talent show']",6YaB4TXX4s2AJreMQ6cuIj,232660,FALSE,31
336,A Certain Girl,Ernie K-Doe,"['louisiana blues', 'new orleans blues', 'new orleans funk', 'rhythm and blues']",5VToyZ5cdGGwakh4wRSvMK,165826,FALSE,29
337,A Certain Girl,Warren Zevon,"['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",24tc3OZ7YRdtQofd23niCE,188200,FALSE,30
338,A Certain Smile,Johnny Mathis,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold', 'vocal jazz']",76eNJQoJmN4mfsUW0q8HPv,168293,FALSE,39
339,A Change Is Gonna Come,Sam Cooke,"['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",0KOE1hat4SIer491XKk4Pa,191160,FALSE,67
340,A Closer Walk,Pete Fountain,"['dixieland', 'jazz clarinet', 'new orleans jazz']",0crCWOYbMWjlC4pnbMqSyV,375560,FALSE,31
341,A Corner In The Sun,Walter Jackson,"['chicago soul', 'classic soul', 'southern soul']",1DOQ4CSjYKvwQbFK0lGbj5,140800,FALSE,1
342,A Cottage For Sale,Little Willie John,"['rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",2UJ55v5EICM8T3wekSJx30,175440,FALSE,9
343,A Cowboys Work Is Never Done,Sonny & Cher,"['deep groove house', 'deep house', 'disco house', 'house', 'uk dance']",3X1a60iOm7XAJ1ZT1w2TVq,194733,FALSE,25
344,A Day In My Life (Without You),Lisette Melendez,"['freestyle']",0p0BTRnRU4QWvXNn0xS0WM,235040,FALSE,34
345,A Day In The Life Of A Fool,Jack Jones,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",7nYBMEtMVLMAJQMpaQHULU,141800,FALSE,33
346,A Different Corner,George Michael,"['dance rock', 'europop', 'new wave pop', 'soft rock']",6khoye7kysa6cLGY0AO9dO,243533,FALSE,59
347,A Different World,Bucky Covington,"['contemporary country', 'country', 'country road', 'modern country rock']",0E0B8a7LSVgbQL160oUnwO,208573,FALSE,50
348,A Dollar Down,The Limeliters,"['american folk revival', 'traditional folk']",4MYwuoHZRF7zcWH9zXUhDQ,158093,FALSE,3
349,A Dose Of Rock 'N' Roll,Ringo Starr,"['album rock', 'bubblegum pop', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']",1g24LmZ5xzNyoh5vQkqGGU,203906,FALSE,13
350,A Dream Goes On Forever,Todd Rundgren,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'philly soul', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock', 'zolo']",0tiBROmRVHxKAtgI8Hg9Sa,145160,FALSE,28
351,A Dreams A Dream,Soul II Soul,"['british soul', 'funk', 'hip house', 'post-disco', 'quiet storm']",6SGOR8yLKOxa6sB9p7mQPr,338866,FALSE,27
352,A Face In The Crowd,Tom Petty,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",4tSZr210OTY6upjNYfEYUI,239306,FALSE,43
353,A Feelin' Like That,Gary Allan,"['contemporary country', 'country', 'country road', 'modern country rock']",4zhiR8GdYCOShGhs0itUyo,210640,FALSE,37
354,A Few Questions,Clay Walker,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']",33rYHZtXXBvlwwqU74er7N,224258,FALSE,0
355,A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,"['disco', 'hammond organ']",1hR3TNe1neCWRQatSVOFfX,182533,FALSE,50
356,A Fine Fine Boy,Darlene Love,"['adult standards', 'brill building pop', 'motown']",6w5j6CHKVppZRanO9Z0Mhd,165746,FALSE,21
357,A Fine Fine Day,Tony Carey,"[]",5091oN6DGFSX8vfZsJyJij,265600,FALSE,34
358,A Fool In Love,Ike & Tina Turner,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']",6Srd24SS5VX3tKztnos6gk,160626,FALSE,45
359,A Fool Never Learns,Andy Williams,"['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",78Uz5O2o00RpnNNlvOMl7K,121786,FALSE,17
360,A Fool Such As I,Bob Dylan,"['album rock', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']",1KFTXJslA3vdcSxE4k8azK,163053,FALSE,22
361,A Girl Has To Know,The G-Clefs,"[]",4bDfHzfDotB2o3y4AetBN0,158014,FALSE,1
362,A Girl In Trouble (Is A Temporary Thing),Romeo Void,"['dance rock', 'new romantic', 'new wave', 'new wave pop']",6825ujIyyrnHiXOzTVlWFG,257333,FALSE,40
363,A Girl Like You,Easton Corbin,"['contemporary country', 'country', 'country road', 'modern country rock']",3AsNVBJ7LHsltdu9490ZiS,217840,FALSE,61
364,A Girl Like You,The Smithereens,"['alternative rock', 'dance rock', 'jangle pop', 'new jersey indie', 'new wave', 'new wave pop', 'power pop', 'roots rock']",4qz8PpznLcX5AtoUusIiAh,282866,FALSE,49
365,A Girl Like You,The Young Rascals,"['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']",79d9LM5k2QfpkWYKVRe1fR,170313,FALSE,31
366,A Girl's Work Is Never Done,The Chordettes,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'rock-and-roll', 'vocal harmony group']",7nbBbmaknS1IpTzGMQTAf9,136560,FALSE,16
367,A Good Day To Run,Darryl Worley,"['contemporary country', 'country', 'country road', 'modern country rock']",6EFqjXS2NinmyYcUI25OdH,188573,FALSE,37
368,A Good Heart,Feargal Sharkey,"['new wave pop']",4umQbcdBF3YVsNBvvnFLiX,281800,FALSE,58
369,A Great Big Sled,The Killers Featuring Toni Halliday,"['modern rock', 'permanent wave', 'rock']",06IAtZZ8S6oeshqZpIJ00M,258922,FALSE,57
370,A Groovy Kind Of Love,The Mindbenders,"['british invasion', 'bubblegum pop', 'merseybeat', 'rock-and-roll']",2xOEmK42jfYwj0biDzNlW2,121003,FALSE,24
371,A Guy Walks Into A Bar,Tyler Farr,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",16PNN9wK1LbedzcTp7y8y0,196000,FALSE,59
372,A Guy With A Girl,Blake Shelton,"['contemporary country', 'country', 'country road', 'oklahoma country']",5sjIhQzNljMVrDklI91ezp,189466,FALSE,65
373,A Hard Day's Night,Ramsey Lewis Trio,"['soul jazz']",0eoNrnF0SUbfSlPAuz8dIA,303466,FALSE,19
374,A Hard Day's Night,The Beatles,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",5J2CHimS7dWYMImCHkEFaJ,154200,FALSE,69
375,A Hazy Shade Of Winter,Simon & Garfunkel,"['classical performance', 'orchestral performance']",2GB8OypbvrvCee61FKx5dp,137480,FALSE,56
376,A Heart In New York,Art Garfunkel,"['adult standards', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'traditional folk']",05iPg44iQftuEjHXoXAlvT,191800,FALSE,44
377,A Holly Jolly Christmas,Burl Ives,"['adult standards', 'american folk revival']",65Q2mv3UlVi9eO70OpsmSe,135533,FALSE,80
378,A Holly Jolly Christmas,Burl Ives,"['adult standards', 'american folk revival']",65Q2mv3UlVi9eO70OpsmSe,135533,FALSE,82
379,A Horse With No Name,America,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",54eZmuggBFJbV7k248bTTt,252239,FALSE,78
380,A House Is Not A Home,Brook Benton,"['adult standards', 'brill building pop', 'motown', 'rhythm and blues', 'rock-and-roll', 'soul', 'southern soul']",5Hcr7IkfNZ1FNmikY9MNly,181000,FALSE,16
381,A House Is Not A Home,Dionne Warwick,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",3gLe1SDGLShBTQr0BAwDKl,188493,FALSE,33
382,A House Is Not A Home,Glee Cast,"['glee club', 'hollywood', 'post-teen pop']",3aiKybRCTBazAplseCewQc,282920,FALSE,41
383,"A House A Car And A Wedding Ring",Dale Hawkins,"['rock-and-roll', 'rockabilly']",7lZh0ZVppr0HH9t7k7wMqJ,131239,FALSE,2
384,A Hundred Pounds Of Clay,Gene McDaniels,"[]",4s9qKAu0wMyIWVUB7Cuv3j,142026,FALSE,33
385,A Hurricane Is Coming Tonite,Carol Douglas,"['deep disco', 'disco', 'post-disco']",0FPZDwCZWqKHowIZmB4UEB,239666,FALSE,3
386,A Kind Of Magic,Queen,"['glam rock', 'rock']",1LFK84nUerBbYfFd1LmnTm,264253,FALSE,55
387,A La Primera Persona,Alejandro Sanz,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']",6mXHxE2BEafOgdWoFvc6mF,301933,FALSE,56
388,A Lesson In Leavin',Dottie West,"['classic country pop', 'nashville sound']",0ImxI6CSbQsrYdhv9C8eUO,180773,FALSE,27
389,A Letter From Betty,Bobby Vee,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'lounge', 'merseybeat', 'rock-and-roll', 'rockabilly']",514dJooiPZvtIHrpYSDgK6,150240,FALSE,12
390,A Letter To An Angel,Jimmy Clanton,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'swamp pop']",3Y7wceiUKsiubeKkezCVsP,174614,FALSE,7
391,A Letter To Myself,The Chi-lites,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",2mnOh7OLEaxN4qa4CFYzJq,335213,FALSE,24
392,A Letter To The Beatles,The Four Preps,"['deep adult standards', 'vocal harmony group']",0plC6iWLWj47wldCTc3oWs,171693,FALSE,7
393,A Lie,French Montana Featuring The Weeknd & Max B,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1vVNlXi8gf8tZ7OhnEs4VE,226790,TRUE,58
394,A Life Of Illusion,Joe Walsh,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'southern rock', 'symphonic rock']",19P4fwkPhE6yVAXApFWDoF,210533,FALSE,60
395,A Lifetime Of Loneliness,Jackie DeShannon,"['brill building pop', 'bubblegum pop', 'merseybeat']",6Jx6jy5B6ATD4wkWAYGR0f,157266,FALSE,13
396,A Little Bit Like Magic,King Harvest,"['soft rock']",3atXF2eAOpkbcxLN1nGlW1,139560,FALSE,41
397,A Little Bit Longer,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",1C9CSFviMwp3kyZHmV09ed,205013,FALSE,53
398,"A Little Bit Me A Little Bit You",The Monkees,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock', 'sunshine pop']",4CeMCGrUZByXsrPUV7Qzsu,168053,FALSE,44
399,A Little Bit More,Dr. Hook,"['bubblegum pop', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'soft rock']",7wz2Amu2EVjGYQzqlLwCKg,173960,FALSE,40
400,A Little Bit Of Ecstasy,Jocelyn Enriquez,"['freestyle']",4gmcD7RZVO68JwIwtK0vpx,248000,FALSE,35
401,A Little Bit Of Heaven,Ronnie Dove,"['deep adult standards']",5BwkPXxLhEvIdeqzZHobwQ,168066,FALSE,12
402,A Little Bit Of Love (Is All It Takes),New Edition,"['boy band', 'dance pop', 'funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",5Xyvly56qugv3k5Y95eQ9t,393990,FALSE,10
403,A Little Bit Of Soap,Garnet Mimms,"['rhythm and blues', 'southern soul']",1Gw1tk0DDbGkDgmSmyi4BF,143560,FALSE,8
404,A Little Bit Of Soap,Paul Davis,"['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",4lgZJvM3yx4jdfRRUjDG3I,152760,FALSE,14
405,A Little Bit Of Soap,The Jarmels,"['doo-wop']",2Xi25G3RGqAweBWythuo6R,133813,FALSE,34
406,A Little Bit Stronger,Sara Evans,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road']",5FIp4LrsffxiHLhmmpCbCx,301986,FALSE,66
407,A Little Bitty Tear,Burl Ives,"['adult standards', 'american folk revival']",3XhTHMleuyoQCP8jxOeIhD,125400,FALSE,35
408,A Little Bitty Tear,Wanda Jackson,"['nashville sound', 'oklahoma country', 'rock-and-roll', 'rockabilly']",7iVA8TCXjIeNjq7o2lHwWi,126106,FALSE,1
409,A Little Dog Cried,Jimmie Rodgers,"['appalachian folk', 'country rock', 'folk', 'old-time', 'traditional country', 'traditional folk', 'yodeling']",5wAp4WLK435brIzG2qVLQi,145965,FALSE,3
410,A Little Feeling (Called Love),Jack Scott,"['brill building pop', 'deep adult standards', 'rock-and-roll', 'rockabilly']",4YDV8fPzCCpghxuy0beu4P,163733,FALSE,5
411,A Little Gasoline,Terri Clark,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country dawn', 'country road']",3YAYui2FXhYxjK88359km2,188640,FALSE,26
412,A Little Good News,Anne Murray,"['adult standards', 'bubblegum pop', 'canadian country', 'canadian pop', 'folk', 'mellow gold', 'soft rock']",5dFkgiFjPIsY7HWxsAV5h3,188306,FALSE,35
413,A Little In Love,Cliff Richard,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'europop', 'mellow gold', 'new wave pop', 'rock-and-roll', 'soft rock']",6IXSfTzUjEsKc9iOvDkIx4,219533,FALSE,25
414,A Little Is Enough,Pete Townshend,"['album rock', 'art rock', 'classic rock', 'folk rock', 'mellow gold', 'power pop', 'protopunk', 'pub rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock']",1kTVJHll6cl8SyH2Op2EEr,283000,FALSE,27
415,A Little Less Conversation,Elvis Presley vs JXL,"[]",4rr0gWiMrF4sOIefs3IEvZ,211506,FALSE,64
416,"A Little Less Sixteen Candles A Little More Touch Me",Fall Out Boy,"['emo', 'modern rock', 'pop punk']",4pmU8AtVu9qU40Xd9zjEfA,169026,FALSE,60
417,A Little Love,Corey Hart,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",7rYipZC5OPXEdhK69Lc8JJ,252666,FALSE,12
418,A Little Love,Juice Newton,"['classic country pop', 'country dawn', 'soft rock']",6K1b1cx8qPa6kFMPdtbdLE,194733,FALSE,35
419,A Little More Country Than That,Easton Corbin,"['contemporary country', 'country', 'country road', 'modern country rock']",7LrZ3SczM7zlUkVlhevPp2,172226,FALSE,54
420,A Little More Love,Olivia Newton-John,"['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",2g5egJm0qwJPKgpblzIHlI,207013,FALSE,38
421,A Little More Summertime,Jason Aldean,"['contemporary country', 'country', 'country road']",3esPcn43N0CytAtcY9V30C,219546,FALSE,56
422,A Little Party Never Killed Nobody (All We Got),"Fergie Q-Tip & GoonRock","['dance pop', 'pop', 'pop rap', 'post-teen pop']",1mz9ZrRYu3EPVg9ZHFtjjf,240906,FALSE,59
423,A Little Past Little Rock,Lee Ann Womack,"['contemporary country', 'country', 'country dawn', 'country road']",3Xl5apC8UhqZ1FZ7u3HHfO,256026,FALSE,39
424,A Little Respect,Erasure,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",2RVQIq7bLi4Eu6xHPyQ46t,213373,FALSE,63
425,A Little Too Late,Toby Keith,"['contemporary country', 'country', 'country road', 'oklahoma country']",5djhyxT7ZIzM1rP2XE2ygb,248040,FALSE,40
426,A Little Too Much,Clarence Henry,"['louisiana blues', 'new orleans blues', 'rhythm and blues', 'rock-and-roll']",27Iit0kCpobHouAgwjU9zS,115800,FALSE,13
427,A Little Too Much,Shawn Mendes,"['canadian pop', 'pop', 'post-teen pop', 'viral pop']",1T7AiFL9ruKKwlONN35Vh0,187026,FALSE,70
428,A Little You,Freddie And The Dreamers,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll']",2lp6dr6gTMQJgI2Ny0kwYw,129600,FALSE,9
429,A Lonely Night,The Weeknd,"['canadian contemporary r&b', 'canadian pop', 'pop']",0ifooM33X1iBxVYyOkSbXW,220173,FALSE,69
430,A Long Walk,Jill Scott,"['funk', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'soul', 'urban contemporary']",1CeizRCGEYPWooEeVfmyFL,280973,FALSE,55
431,A Lot Of Things Different,Kenny Chesney,"['contemporary country', 'country', 'country road']",1Hy3tvcg6l5o4codLnOC8f,283866,FALSE,36
432,A Lot,21 Savage,"['atl hip hop', 'pop rap', 'rap', 'trap']",2t8yVaLvJ0RenpXUIAC52d,288624,TRUE,83
433,A Love Bizarre,Sheila E.,"['funk', 'minneapolis sound', 'quiet storm']",5R6ol4f8WCUCWNrB7Ymf99,736862,FALSE,46
434,A Love Of My Own,Carla Thomas,"['classic soul', 'memphis soul', 'motown', 'soul', 'southern soul']",5RmFLhiJu0U2m28BeFC8Jy,152240,FALSE,27
435,A Love She Can Count On,The Miracles,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']",48n4F3hkCFyf6nVs79zctM,182666,FALSE,29
436,A Love So Fine,The Chiffons,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'doo-wop', 'merseybeat', 'motown', 'rhythm and blues', 'rock-and-roll']",2Z5rJNI4Wdxud3vwm42l4n,115480,FALSE,14
437,A Love Song,Kenny Rogers,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']",3UAbTey1XDtdb9EKQq1lXf,197706,FALSE,42
438,A Love That's Real,The Intruders,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",7KpERdL8FSWPt0Pc4Nmrcw,174933,FALSE,19
439,A Lover's Concerto,Mrs. Miller,"['novelty', 'outsider', 'space age pop']",5Hife6QE6Hnq72Ims8CX96,153533,FALSE,6
440,A Lover's Concerto,Sarah Vaughan,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",5n4Pz0tBeKQkZj5CubLHK6,168200,FALSE,32
441,A Lover's Concerto,The Toys,"['thai pop']",1gcY3t8AODYm42HsxVPo8R,158000,FALSE,33
442,A Lover's Holiday,Change,"['disco', 'funk', 'jazz funk', 'minneapolis sound', 'post-disco', 'quiet storm']",7AzZ2sNganpJKdsumfvu81,384813,FALSE,38
443,A Lover's Prayer,Dion & The Belmonts,"['canadian pop', 'dance pop']",1KuUNurxWPWBl9Zdbba4Ce,139093,FALSE,22
444,A Lover's Question,Clyde McPhatter,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",6HBgCYResmsdmOufyHVoNB,150266,FALSE,39
445,A Lover's Question,Loggins & Messina,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",4uniE3cbok1zOTUC64G8Yq,201626,FALSE,22
446,A Lover's Question,Otis Redding,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",3pl0zws6JCFYUOuMJQNwB7,155773,FALSE,21
447,A Lucky Guy,Rickie Lee Jones,"['country rock', 'folk', 'lilith', 'mellow gold', 'new wave pop', 'roots rock', 'singer-songwriter']",2ScFhA8p6gkIfLNjzK0fun,249613,FALSE,14
448,A Mama And A Papa,Ray Stevens,"['bubblegum pop', 'comic', 'country rock', 'novelty']",6BTDkjjSj74cjXjRUpPK2P,171640,FALSE,7
449,A Man Ain't Made Of Stone,Randy Travis,"['country', 'country gospel', 'country road', 'country rock']",0zfROzbYJMHs9xz6XeDrRl,213506,FALSE,19
450,A Man And A Half,Wilson Pickett,"['brill building pop', 'classic rock', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",7II22fb2A8y90vqcLfb2jJ,172573,FALSE,18
451,A Man Holdin' On (To A Woman Lettin' Go),Ty Herndon,"['country', 'country road']",2wavvCo7vDjTy9KHrwvSFI,218133,FALSE,31
452,A Man I'll Never Be,Boston,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",0bjKbwEvZfU5epyZ3aZm1y,396173,FALSE,45
453,A Man Needs A Woman,James Carr,"['classic soul', 'memphis soul', 'motown', 'rhythm and blues', 'soul', 'southern soul']",04Hi1j80cnQoTKbOsfIMiP,169400,FALSE,26
454,A Man Who Was Gonna Die Young,Eric Church,"['contemporary country', 'country', 'country road', 'modern country rock']",4tLNKzcRv95bWCtwNpH4w6,193786,FALSE,48
455,A Matter Of Trust,Billy Joel,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",6J212smZzpeOCYQ9DITMSC,248746,FALSE,53
456,A Milli,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",6ScJMrlpiLfZUGtWp4QIVt,221840,TRUE,75
457,A Million And One,Dean Martin,"['adult standards', 'easy listening', 'lounge']",1DTydXUp7Y4InWSM38rLuI,175226,FALSE,34
458,A Million And One,Vic Dana,"['deep adult standards']",7qykdbkxp5BN1EBpRdOLfs,149880,FALSE,9
459,A Million Dreams,P!nk,"['dance pop', 'pop', 'post-teen pop']",0oagwWkGlBoACUuKvTmqZV,273640,FALSE,71
460,A Million Miles Away,The Plimsouls,"['jangle pop', 'power pop', 'underground power pop']",4jF4kZArkVKvvYXOlplMtA,215200,FALSE,42
461,A Million To One,Brian Hyland,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",5cfhjwlnKG5TkCUWdUNCct,161693,FALSE,2
462,A Million To One,Five Stairsteps & Cubie,"['chicago soul', 'classic soul', 'motown', 'soul']",3XQ6vzfo6YBa95XUhD6wdN,164093,FALSE,8
463,A Miracle,Frankie Avalon,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'rock-and-roll']",1USwd0VpMKlgfMYmdrJJvq,138005,FALSE,11
464,A Moment Like This,Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",4kvdX9zzsix7jYHsRVkVUH,228280,FALSE,60
465,A Mother For My Children,The Whispers,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'rock steady', 'soul', 'urban contemporary']",55eqxcMFb92snDL5ays5Uf,194093,FALSE,13
466,A Mover La Colita,Artie The 1 Man Party,"[]",1NqWH3La3cW4HfYfVmUbYu,168226,FALSE,7
467,A Must To Avoid,Herman's Hermits,"['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']",2rYKu9ogqK1BjYLt1bMsGt,115240,FALSE,21
