Index,SongName,Artist,Genre,ID,Length,Explicit,PercentRating
147,(You Drive Me) Crazy,Britney Spears,"['dance pop', 'pop', 'post-teen pop']",1DSJNBNhGZCigg9ll5VeZv,198066,FALSE,61
148,(You Gotta) Fight For Your Right (To Party!),Beastie Boys,"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap']",4TvVE0cxfD1XsqNxPAjbMK,210973,FALSE,46
149,(You Keep Me) Hangin' On,Joe Simon,"['classic soul', 'motown', 'philly soul', 'soul', 'southern soul']",09fqWxSUJHzpFE10gyXToK,164826,FALSE,11
150,(You Make Me Feel) So Good,The McCoys,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'folk rock', 'merseybeat']",4V5RFkTNDTGjkHEkg31aQQ,161560,FALSE,8
151,(You Want To) Make A Memory,Bon Jovi,"['glam metal', 'rock']",09ln4QumFqjIkfCFiW9aRk,276453,FALSE,54
152,(You Were Made For) All My Love,Jackie Wilson,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",5ZPv7iC9p3qaTgaFbouI3O,125866,FALSE,15
153,(You're Gonna) Hurt Yourself,Frankie Valli,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'motown', 'northern soul', 'rock-and-roll']",0ppuz64FCc6gyXk0MojsdJ,152293,FALSE,22
154,(You're My One And Only) True Love,Seduction,"['freestyle']",0symbiCfmFvJDJgR6y8gkf,230266,FALSE,31
155,(You're My) Soul And Inspiration,Donny & Marie Osmond,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul', 'vocal jazz']",4GEhLyiNVnpioIIBVvj77j,194880,FALSE,17
156,(You're My) Soul And Inspiration,The Righteous Brothers,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'motown', 'rock-and-roll']",5ZHOiRqKOzgFMfMAu8cwzp,201253,FALSE,47
157,(You're Puttin') A Rush On Me,Stephanie Mills,"['disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",4aLQ6VBFJl7i8msvDOjIsp,352933,FALSE,30
158,(you're So Square) Baby I Don't Care,Joni Mitchell,"['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'lilith', 'mellow gold', 'rock', 'singer-songwriter', 'traditional folk']",7aQQEpqjYvWCpFmFfMytDg,158000,FALSE,18
159,(You've Got To) Move Two Mountains,Marv Johnson,"['motown', 'rhythm and blues']",3m9eJU9HVaYRYhFq6ZxcsT,165933,FALSE,5
160,(You've Got) Personality And Chantilly Lace,Mitch Ryder,"[]",3aafnVOz0MIxHJqs93Ffon,223133,FALSE,0
161,(your Love Has Lifted Me) Higher And Higher,Rita Coolidge,"['adult standards', 'bubblegum pop', 'classic uk pop', 'country rock', 'mellow gold', 'native american', 'soft rock']",39iKJpLPhsDTOzH2lXliWF,241720,FALSE,44
162,(Your Love Keeps Lifting Me) Higher And Higher,Jackie Wilson,"['adult standards', 'brill building pop', 'chicago soul', 'classic soul', 'motown', 'quiet storm', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",4TBBPZks71c60whhq0PgdP,181066,FALSE,70
163,@ MEH,Playboi Carti,"['atl hip hop', 'plugg', 'rap', 'trap']",5UusfWUMMLEXLMc1ViNZoe,166799,TRUE,66
164,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,"['dance pop', 'pop', 'pop rap', 'r&b']",0zVMzJ37VQNFUNvdxxat2E,234413,TRUE,68
165,#1 Dee Jay,Goody Goody,"['pop rap']",1tU3tJHbokVFAwD11zMuv7,206106,FALSE,0
166,#1,Nelly,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",7rSj5gEdN5KgHwbnEVAZ4b,198760,TRUE,50
167,#9 Dream,John Lennon,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock']",4ZVWvCUwsOnIGmJMj71RkG,286813,FALSE,55
168,#Beautiful,Mariah Carey Featuring Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']",617KSbx52ACbnQBxSsG26X,199866,FALSE,56
169,#SELFIE,The Chainsmokers,"['electropop', 'pop', 'tropical house']",1HOlb9rdNOmy9b1Fakicjo,183750,FALSE,65
170,#thatPOWER,will.i.am Featuring Justin Bieber,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",01TuObJVd7owWchVRuQbQw,279506,FALSE,68
171,$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,"['pop rap', 'rap']",6AoYWCzsDls6c61Zp5qTuU,290835,TRUE,71
172,0 To 100 / The Catch Up,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4jtyUzZm9WLc2AdaJ1dso7,275226,TRUE,73
173,1 Night,Lil Yachty,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",40yJGQyEaBbIkXpwMFkXip,243269,TRUE,72
174,1 Thing,Amerie,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",1mnqraQ8oV8MX92rdOFLWW,238760,FALSE,59
175,"1 2 Many",Luke Combs & Brooks & Dunn,"['contemporary country']",6pgN3d6oBrhmrSAKBfWNsf,180906,FALSE,73
176,"1 2 Step",Ciara Featuring Missy Elliott,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",7uKcScNXuO3MWw6LowBjW1,203786,FALSE,75
177,"1 2 3 4 (Sumpin' New)",Coolio,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",3aln8WgAUps6efYtdEYxP3,214306,FALSE,49
178,"1 2 3 4",Plain White T's,"['neo mellow', 'pop', 'pop punk', 'pop rock']",5VWmMZCfJ4yVkJw9ZLFXej,198360,FALSE,62
179,1+1,Beyonce,"['dance pop', 'pop', 'pop rap', 'r&b']",1pzJboOZaDNwshBnOlNh3a,273880,FALSE,60
180,10 Bands,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",12d5QFwzh60IIHlsSnAvps,177733,TRUE,66
181,10 Freaky Girls,Metro Boomin Featuring 21 Savage,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0AluA5RNsa4Cx6XRhf2hWZ,208293,TRUE,79
182,10 Little Bottles,Johnny Bond,"['cowboy western', 'oklahoma country']",7arkA3xW7Vg3ipw6VQinmU,245506,FALSE,16
183,100 Grandkids,Mac Miller,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",4z0PnuB07fxtVZZRWsCfxb,278506,TRUE,65
184,100 Years,Five For Fighting,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'post-grunge']",2lFlveK1y13WWp3vnQtrr3,244600,FALSE,66
185,100 Years,Nancy Sinatra,"['adult standards', 'brill building pop', 'folk rock', 'lounge']",25nEGGqcm7rrz7yqscoPCo,151510,FALSE,13
186,100% Pure Love,Crystal Waters,"['disco house', 'diva house', 'hip house', 'vocal house']",0dfQwyoZoS9LgQiU6AJO7f,278626,FALSE,54
187,100,The Game Featuring Drake,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",46MFlm7p0Vqd0eXmLtDlN4,334360,TRUE,62
188,1234,Feist,"['art pop', 'canadian indie', 'canadian pop', 'chamber pop', 'indie pop', 'indie rock', 'slow core', 'stomp and holler']",2CzWeyC9zlDpIOZPUUKrBW,183666,FALSE,59
189,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,"['melodic rap', 'rap', 'trap']",75lcPkAkUsKWHGBlGM476R,175954,TRUE,83
190,143,Bobby Brackins Featuring Ray J,"['cali rap', 'slow game']",4DdaOUTsCqz4cLK3z92oso,206813,TRUE,44
191,16 Candles,The Crests,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",4FgGZFdLekTIjocfAu9Mxd,172460,FALSE,37
192,17 Again,Brantley Gilbert,"['contemporary country', 'country', 'country road', 'modern country rock']",7qgsIONiXn49hfU4OfgBSJ,239773,FALSE,42
193,17,Rick James,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",6OcLpsG6btCBvPvrFCS2Lw,249653,FALSE,27
194,18 And Life,Skid Row,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",0qgrrDnUUhyxpxbBznUnzg,229960,FALSE,70
195,18 Yellow Roses,Bobby Darin,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']",1j0bGiIr8TI4YwBOHWpWFs,139640,FALSE,27
196,18,One Direction,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",3JjnGLK8IxkNLvo8Lb3KOM,248360,FALSE,74
197,19 Somethin',Mark Wills,"['contemporary country', 'country', 'country road']",0ElpjZyX8YBiXuYcDC1Ci9,200466,FALSE,58
198,19 You + Me,Dan + Shay,"['contemporary country', 'pop']",7ongSdLv28Z27WeCrzZXwB,217406,FALSE,63
199,1900 Yesterday,Liz Damon's Orient Express,"[]",5UsiMHzHpuoGnG7RpBZkfJ,177693,FALSE,29
200,1901,Phoenix,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",3FM33HqRlV7J1QJoPOnd2u,193106,FALSE,66
201,1941,Tom Northcott,"['sunshine pop']",4q2kFl7xEOdrrfccjYZ9JK,172693,FALSE,0
202,1942 Flows,Meek Mill,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",7sLDnUauivS2vN6Z9EfUJT,282666,TRUE,61
203,1942,G-Eazy Featuring Yo Gotti & YBN Nahmir,"['hip hop', 'indie pop rap', 'pop rap', 'rap']",794QVQtFNy7hvtjQP1keQd,213080,TRUE,72
204,1973,James Blunt,"['neo mellow', 'pop', 'pop rock']",1BV0m40U0M4t1SLIsDnwZl,280026,FALSE,69
205,1979,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",5QLHGv0DfpeXLNFo7SFEy1,266200,FALSE,75
206,1984,Spirit,"[]",7lWrbXLcsWuRYtS8dqQgNX,217133,FALSE,13
207,1985 (Intro To The Fall Off),J. Cole,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",7EulRO07ZgchxqKUHb8Pvc,190176,TRUE,70
208,1985,Bowling For Soup,"['comic', 'pop punk', 'post-grunge', 'texas pop punk']",5oQcOu1omDykbIPSdSQQNJ,193000,FALSE,70
209,1994,Jason Aldean,"['contemporary country', 'country', 'country road']",3C6WblKJq7rpsPsIafytEV,242680,FALSE,53
210,1999,Prince,"['bachata', 'latin', 'latin pop', 'reggaeton', 'tropical']",2H7PHVdQ3mXqEHXcvclTB0,379266,FALSE,68
211,19,Paul Hardcastle,"['jazz funk', 'smooth jazz']",5fVFdkU5U6ULjXgwm5q89Q,210853,FALSE,47
212,19th Nervous Breakdown,The Rolling Stones,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",21ElXnithj4MX8E4rg5lh8,236400,FALSE,51
213,1st Of Tha Month,Bone Thugs-N-Harmony,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",1dF5Y2dd7Wm4wZKvVjWBpr,314680,TRUE,65
214,1st Time,Yung Joc Featuring Marques Houston & Trey Songz,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",5ehwXxbiFNYwlmntoKom7h,267626,TRUE,41
215,2 Become 1,Spice Girls,"['dance pop', 'europop', 'girl group', 'pop', 'pop rock']",36AWdhZIGLUTkWpJDhe7va,241026,FALSE,66
216,2 Much,Justin Bieber,"['canadian pop', 'pop', 'post-teen pop']",0oaY19dUwZimIgzn3ZZLZO,152796,FALSE,76
217,2 On,Tinashe Featuring ScHoolboy Q,"['alternative r&b', 'dance pop', 'deep pop r&b', 'electropop', 'hip pop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",3jVtllWS5CFFWLQng8sKsr,227000,TRUE,69
218,2 Phones,Kevin Gates,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0wdKiSBUT7aZkXUIdJWcwC,240000,TRUE,71
219,2 Reasons,Trey Songz Featuring T.I.,"['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",6lgzJuBX3iqevLdtgNlyAU,197626,TRUE,53
220,2 Step,Unk,"['atl hip hop', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",34vVztCAeKpPtzYfGHQjiV,322933,TRUE,53
221,20/20,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']",4Hqh0dS4x07zuRw6eBTO7p,230448,TRUE,69
222,2012 (It Ain't The End),Jay Sean Featuring Nicki Minaj,"['australian pop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1ERCOXHQcoLSTlgmNTlcrR,222200,FALSE,55
223,21 Guns,Green Day,"['modern rock', 'permanent wave', 'punk']",64yrDBpcdwEdNY9loyEGbX,321093,FALSE,76
224,21 Questions,50 Cent Featuring Nate Dogg,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",41bIQPBE1lFN0mmw6Lmssz,224426,TRUE,70
225,21,Polo G,"['chicago rap']",3JKgcAa7r07ocVWcV8bS0H,163797,TRUE,83
226,21st Century Girl,Willow,"['dance pop', 'electropop', 'pop']",3YeSBr4X8luRfhWwiHHnad,183144,FALSE,0
227,223's,YNW Melly & 9lokknine,"['melodic rap', 'rap', 'trap']",4sjiIpEv617LDXaidKioOI,176640,TRUE,87
228,22,Taylor Swift,"['pop', 'post-teen pop']",3bIxTsfeNMO7Nt2J3EUKrA,230133,FALSE,62
229,23,"Mike WiLL Made-It Featuring Miley Cyrus Wiz Khalifa & Juicy J","['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",20FZrLl9zSbO9b3DhaqO6M,252520,TRUE,70
230,24 Hours,TeeFLii Featuring 2 Chainz,"['deep pop r&b', 'west coast trap']",7LWtfSW68VAkHp3hpcFDCY,215986,TRUE,48
231,24's,T.I.,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",33j4CLU9UyRjO63ry5J61Q,282906,TRUE,56
232,24K Magic,Bruno Mars,"['dance pop', 'pop']",6b8Be6ljOzmkOmFslEb23P,225983,FALSE,79
233,25 Or 6 To 4,Chicago,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",7GqIDx2QVGOpd4r1fZaUUW,289800,FALSE,65
234,25 To Life,Eminem,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0dyWQoMOU9oERL6c9vxtRp,241586,TRUE,67
235,26 Cents,The Wilkinsons,"['canadian country', 'country']",2Qqby4S52keCDukyq5EcBZ,231400,FALSE,35
236,2U,David Guetta Featuring Justin Bieber,"['dance pop', 'edm', 'pop']",762UXiwEHYY97VL45sAUPR,194906,FALSE,67
237,3 A.M. Eternal,The KLF,"['acid house']",413adkV8KrZQUPvU0iD9Dj,347218,FALSE,27
238,3 Headed Snake,Gunna Featuring Young Thug,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",2OaKHGvIxoOzIYjyMsxcT8,241995,TRUE,68
239,3 Little Words,Nu Flavor,"['boy band']",4alLyN9my0O1SD9y097cPl,256306,FALSE,35
240,3 Peat,Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",58PWl2rA7lU90UBvDufzWm,199426,TRUE,58
241,30 For 30 Freestyle,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1DmnEYXa4WfbdhAPwNzgD8,253934,TRUE,56
242,3000 Miles,Brian Hyland,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",0liRKxQQmW2b9wDVwtBFAR,161333,FALSE,9
243,31 Days,Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7MywASx2OFZngfoORjo1yy,240682,TRUE,56
244,31 Flavors,The Shirelles,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",24mR7NmnxdNXxxYnZ4qOTf,118333,FALSE,9
245,32 Flavors,Alana Davis,"['ectofolk', 'lilith']",3o5dmw1M6ugfLpva7yTyDr,227306,FALSE,35
246,33,Polo G,"['chicago rap']",2iW6Hb6kfrz2K7EhPibFiq,170057,TRUE,70
247,34+35,Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",6Im9k8u9iIzKMrmV7BWtlF,173710,TRUE,88
248,34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,"[]",3jjBPF4NDMCU51psU8JPpR,182437,TRUE,78
249,360 Degrees (What Goes Around),Grand Puba,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'turntablism']",4OlpEdouAXIzch2MnllGq6,240866,FALSE,17
250,365,Zedd & Katy Perry,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",2XWjPtKdi5sucFYtVav07d,181899,FALSE,78
251,3,Britney Spears,"['dance pop', 'pop', 'post-teen pop']",6pymOcrCnMuCWdgGVTvUgP,213173,FALSE,65
252,3rd Man Theme,Herb Alpert & The Tijuana Brass,"['adult standards', 'easy listening', 'lounge']",2zj3dV24GbzQ7jNg8EwCgh,153973,FALSE,25
253,4 - By The Beatles,The Beatles,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",4uKyLqJHDjT6mdA22ofxuM,305973,FALSE,33
254,4 Da Gang,Future,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3IJ6BBFLD2I2CH3hHFQj3O,187748,TRUE,55
255,4 Ever,Lil' Mo Featuring Fabolous,"['hip pop', 'r&b', 'urban contemporary']",42GyzxpX8RmcD7vWqWLGBt,222946,FALSE,9
256,4 In The Morning,Gwen Stefani,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rock', 'post-teen pop']",64fSdRkaB7ksxI9suUGYmi,291106,FALSE,50
257,4 Minutes,Avant,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",3g6SuyjGaGyAXmjvdNI1IU,240320,FALSE,48
258,4 Minutes,Glee Cast,"['glee club', 'hollywood', 'post-teen pop']",5aWlISJTMKHHThgoXIYUw8,189400,FALSE,44
259,4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,"['dance pop', 'pop']",1oHClQEgDmmbcEx12Kc5nZ,189693,FALSE,70
260,4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",3922kPG1JMYBNhACLo9j3f,261266,TRUE,44
261,4 Seasons Of Loneliness,Boyz II Men,"['boy band', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",027tq4cWr0kRxLTfdxvM1L,292400,FALSE,46
262,4 Your Eyez Only,J. Cole,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",1vvnYpYEMVB4aq9I6tHIEB,530253,TRUE,66
263,"4 5 6",Sole Featuring JT Money & Kandi,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul', 'nc hip hop']",3SsO5zbbDfcU95HD0ygg7c,255760,TRUE,23
264,409,The Beach Boys,"['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",1gWj5OlKlZmBvtkYxluZux,120866,FALSE,42
265,44 Bulldog,Pop Smoke,"['brooklyn drill']",7sjFIZ1g5QLJLGja3k592K,150857,TRUE,67
266,44 More,Logic,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",3e7Y6sfFlIdBMJhX7wpqVO,188600,TRUE,75
267,442 Glenwood Avenue,The Pixies Three,"['classic girl group']",6U760jf1bo0toem4F9WF2S,134640,FALSE,6
268,4422,Drake Featuring Sampha,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2fkeWbM6iqTw7oGHTYm2lw,186293,FALSE,64
269,444+222,Lil Uzi Vert,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",1QgTBfRN5m81a5K01qens6,247347,TRUE,65
270,4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,"['hip hop', 'rap']",6JyEh4kl9DLwmSAoNDRn5b,153351,TRUE,71
271,5 D (Fifth Dimension),The Byrds,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']",0p9JES4ZaHWRlNPNF7XURU,154640,FALSE,4
272,5 Miles To Empty,Brownstone,"['girl group', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",2kJxVNGxZSENlLGCdV8AIV,225933,FALSE,20
273,5 O'Clock,Nonchalant,"['hip pop']",6oSCS3HtxuYlKH8y4nS3Qn,302640,FALSE,31
274,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",6j236RwzFFj4wqH2tWJNBD,281533,TRUE,61
275,5 Star,Yo Gotti,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6N9wsG0HYEpGEr0Ihgbz5r,247440,TRUE,40
276,5% Tint,Travis Scott,"['rap']",11kDth1aKUEUMq9r1pqyds,196138,TRUE,73
277,50 Ways To Leave Your Lover,Paul Simon,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",6Qb7gtV6Q4MnUjSbkFcopl,217346,FALSE,70
278,50 Ways To Say Goodbye,Train,"['neo mellow', 'pop', 'pop rock']",2NniAhAtkRACaMeYt48xlD,247946,FALSE,66
279,500 Miles Away From Home,Bobby Bare,"['classic country pop', 'country', 'country rock', 'outlaw country']",44AauRai27QWKEx4dKn0oU,162560,FALSE,48
280,500 Miles,Hooters,"['album rock', 'mellow gold', 'philly indie', 'soft rock']",4NTVgBIkIO63F7V4cTTDtr,262060,FALSE,51
281,57 Channels (And Nothin' On),Bruce Springsteen,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",42eWzCqHuCD5QRwzq3I24e,145466,FALSE,35
282,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0z5ZPs57J2KERwM1tBM2GF,248586,TRUE,71
283,6 God,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3a8tAZFJxlmBwOtrf5L1oC,180666,TRUE,64
284,6 Inch,Beyonce Featuring The Weeknd,"['dance pop', 'pop', 'pop rap', 'r&b']",0pxNyJJiL2zZZ5GgJ4JhsQ,260440,TRUE,68
285,6 Kiss,Trippie Redd Featuring Juice WRLD & YNW Melly,"['melodic rap', 'rap', 'trap']",7tgjDlQsMR8RvkdlNCJA58,199436,TRUE,84
286,6 Man,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4kdfjhj9xNkYU0R8xlDy8k,167653,TRUE,62
287,6 Minutes Of Pleasure,LL Cool J,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",0rDGGor6D1IHggV8UiUfEp,274053,FALSE,23
288,6 Underground,Sneaker Pimps,"['alternative dance', 'electronica', 'trip hop']",7KvSuH86lIT2aTl9PBCAfd,228840,FALSE,50
289,66,Lil Yachty Featuring Trippie Redd,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",6tarvNiKnEjYMj1VZhlDqR,153474,TRUE,68
290,679,Fetty Wap Featuring Remy Boyz,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",5NQbUaeTEOGdD6hHcre0dZ,196693,TRUE,76
291,7 And 7 Is,Love,"['adult standards', 'brill building pop', 'motown']",271WYO9G0zp3YhAi6tNqCd,139160,FALSE,41
292,7 Days,Craig David,"['british soul', 'dance pop', 'pop', 'r&b', 'tropical house', 'urban contemporary']",0gPQTLaqHDgdupKEok7J2x,235133,FALSE,71
293,7 Rings,Ariana Grande,"['dance pop', 'pop', 'post-teen pop']",6ocbgoVGwYJhOv1GgI9NsF,178626,TRUE,91
294,7 Rooms Of Gloom,Four Tops,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",59IxJQuFPmW4Xvy7GynZDF,154573,FALSE,33
295,7 Seconds,Youssou N'Dour & Neneh Cherry,"['afropop', 'mande pop', 'mbalax', 'world']",76D5nfZbYzZYfUZKGy73jy,305773,FALSE,60
296,7 Summers,Morgan Wallen,"['contemporary country']",4obHzpwGrjoTuZh2DItEMZ,210506,FALSE,75
297,7 Things,Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']",5ecZWU5uQOiCVSnPxBZNmT,213453,FALSE,63
298,7 Years,Lukas Graham,"['danish pop', 'pop', 'scandipop']",5kqIPrATaCc2LqxVWzQGbk,237300,FALSE,81
299,7,Prince And The New Power Generation,"['funk', 'funk rock', 'minneapolis sound', 'motown']",4hvxrI9P7c480gW0arZn3d,178266,FALSE,53
300,8 Out Of 10,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0zqy3ss4CwD6u4QPksS0nI,195720,TRUE,66
301,8 X 10,Bill Anderson,"['nashville sound']",0R6PIalA9f5AQgD6DQk5gz,167440,FALSE,8
302,808,Blaque,"[]",1Pqv7l6vxjBxd5fx4bWchC,306693,FALSE,42
303,80s Mercedes,Maren Morris,"['contemporary country', 'pop', 'texas country']",58spuRyMUsjKHQHEGwLC99,211767,FALSE,63
304,865,Morgan Wallen,"['contemporary country']",0sKEilrw1GrBlG6qsTCrP4,190680,FALSE,73
305,8,Billie Eilish,"['electropop', 'pop']",6X29iaaazwho3ab7GNue5r,173201,FALSE,80
306,8th Of November,Big & Rich,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2X0aeFJXJZpeK2nSWvypiI,298240,FALSE,49
307,8th Wonder,Sugarhill Gang,"['east coast hip hop', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']",6m0wOLtrzaNwMofVVJTJqs,446506,FALSE,32
308,8th World Wonder,Kimberley Locke,"['idol']",7oGIRgJMViLFRzGHyhF9bI,240733,FALSE,32
